id,country,language,treatment,age,gender,gender_text,education,political_ideology,religiosity,subjective_SES,AI_familiarity,AI_frequency,AI_trustworthy,order,dilemma,advisor,advice,trustworthy,blame,trust_other_issues,surprise,humanlike,judgement_pre,judgement_post,confidence_pre,confidence_post,comprehension_check
3565,Mexico,ES-ES,AI,21,Female,NA,5,4,5,5,7,5,5,2,Baby,VIRTUE-BOT,Utilitarian,1,7,1,7,1,0,0,7,7,Correct
3566,Mexico,ES-ES,AI,58,Female,NA,4,1,4,5,4,2,4,1,Bike,VIRTUE-BOT,Deontological,6,4,6,6,4,0.21,0.1,1,1,Correct
3566,Mexico,ES-ES,AI,58,Female,NA,4,1,4,5,4,2,4,2,Baby,ETHIC-AI,Utilitarian,1,7,2,6,1,0.1,0.15,1,1,Incorrect
3567,Mexico,ES-ES,AI,37,Male,NA,8,1,1,7,7,5,6,1,Baby,VIRTUE-BOT,Deontological,7,1,6,1,4,0.02,0,7,7,Correct
3567,Mexico,ES-ES,AI,37,Male,NA,8,1,1,7,7,5,6,2,Bike,ETHIC-AI,Utilitarian,7,3,6,1,4,1,1,5,7,Correct
3568,Mexico,ES-ES,AI,54,Female,NA,5,4,4,4,1,1,2,1,Baby,VIRTUE-BOT,Utilitarian,5,2,4,2,5,0.58,0.85,5,2,Correct
3568,Mexico,ES-ES,AI,54,Female,NA,5,4,4,4,1,1,2,2,Bike,ETHIC-AI,Deontological,4,4,4,6,4,0.86,0.77,2,2,Correct
3569,Mexico,ES-ES,Human,49,Female,NA,4,4,1,3,4,1,5,1,Baby,Dr. Smith,Deontological,6,1,4,4,5,0,0.01,1,1,Correct
3569,Mexico,ES-ES,Human,49,Female,NA,4,4,1,3,4,1,5,2,Bike,Dr. Thompson,Utilitarian,1,7,1,4,1,0.01,0.52,7,1,Correct
3570,Mexico,ES-ES,Human,41,Female,NA,5,4,4,5,1,3,6,1,Baby,Dr. Thompson,Deontological,7,1,7,3,7,0,0.02,1,1,Correct
3570,Mexico,ES-ES,Human,41,Female,NA,5,4,4,5,1,3,6,2,Bike,Dr. Smith,Utilitarian,3,6,3,2,6,0.23,0.11,6,2,Incorrect
3571,Mexico,ES-ES,Human,35,Female,NA,5,1,2,8,6,2,2,1,Baby,Dr. Smith,Deontological,2,2,6,5,7,0.93,0.88,2,3,Correct
3571,Mexico,ES-ES,Human,35,Female,NA,5,1,2,8,6,2,2,2,Bike,Dr. Thompson,Utilitarian,2,6,1,6,6,0.12,0.09,3,2,Correct
3572,Mexico,ES-ES,Human,49,Male,NA,6,4,4,5,4,3,4,1,Bike,Dr. Thompson,Utilitarian,1,7,1,4,4,0,0,1,1,Correct
3572,Mexico,ES-ES,Human,49,Male,NA,6,4,4,5,4,3,4,2,Baby,Dr. Smith,Deontological,4,1,4,5,4,1,1,1,1,Correct
3573,Mexico,ES-ES,AI,57,Female,NA,8,4,7,6,5,3,6,1,Bike,VIRTUE-BOT,Utilitarian,6,4,6,6,1,1,0.98,4,6,Correct
3573,Mexico,ES-ES,AI,57,Female,NA,8,4,7,6,5,3,6,2,Baby,ETHIC-AI,Deontological,6,7,6,7,1,0.03,0.01,7,7,Correct
3574,Mexico,ES-ES,AI,29,Female,NA,6,7,7,5,4,3,5,1,Baby,ETHIC-AI,Deontological,5,4,5,2,1,0.21,0,3,6,Correct
3574,Mexico,ES-ES,AI,29,Female,NA,6,7,7,5,4,3,5,2,Bike,VIRTUE-BOT,Utilitarian,4,6,5,2,1,0.41,0.69,1,5,Correct
3575,Mexico,ES-ES,Human,39,Female,NA,4,4,1,5,1,1,3,1,Baby,Dr. Thompson,Deontological,7,1,2,1,7,0.3,0.26,7,7,Correct
3575,Mexico,ES-ES,Human,39,Female,NA,4,4,1,5,1,1,3,2,Bike,Dr. Smith,Utilitarian,5,3,5,2,7,0.72,0.81,1,1,Correct
3576,Mexico,ES-ES,Human,47,Female,NA,5,4,6,7,4,3,4,1,Bike,Dr. Smith,Deontological,6,4,6,7,7,0.83,0.29,1,4,Correct
3576,Mexico,ES-ES,Human,47,Female,NA,5,4,6,7,4,3,4,2,Baby,Dr. Thompson,Utilitarian,5,5,5,5,5,0.13,0.27,7,2,Correct
3577,Mexico,ES-ES,AI,44,Female,NA,6,4,5,7,4,2,4,1,Bike,ETHIC-AI,Utilitarian,6,1,3,4,6,0,0.69,4,5,Correct
3577,Mexico,ES-ES,AI,44,Female,NA,6,4,5,7,4,2,4,2,Baby,VIRTUE-BOT,Deontological,4,6,3,7,2,0.61,0.66,4,3,Incorrect
3578,Mexico,ES-ES,AI,68,Male,NA,8,6,6,8,7,4,6,1,Baby,ETHIC-AI,Utilitarian,4,4,3,7,1,0,0.03,7,7,Correct
3578,Mexico,ES-ES,AI,68,Male,NA,8,6,6,8,7,4,6,2,Bike,VIRTUE-BOT,Deontological,4,4,3,7,1,1,1,7,7,Correct
3579,Mexico,ES-ES,Human,30,Female,NA,4,4,6,3,6,3,6,1,Bike,Dr. Thompson,Deontological,5,4,5,2,7,1,0.8,6,6,Incorrect
3579,Mexico,ES-ES,Human,30,Female,NA,4,4,6,3,6,3,6,2,Baby,Dr. Smith,Utilitarian,6,6,6,6,2,0.91,0.92,6,6,Correct
3580,Mexico,ES-ES,Human,37,Female,NA,6,4,3,8,5,3,4,1,Bike,Dr. Thompson,Deontological,4,5,5,7,3,1,0.82,5,6,Correct
3580,Mexico,ES-ES,Human,37,Female,NA,6,4,3,8,5,3,4,2,Baby,Dr. Smith,Utilitarian,1,4,2,7,2,0,0.01,1,1,Correct
3581,Mexico,ES-ES,Human,39,Female,NA,4,4,4,6,6,3,6,1,Bike,Dr. Thompson,Utilitarian,4,5,6,5,5,0.51,0.53,1,1,Correct
3581,Mexico,ES-ES,Human,39,Female,NA,4,4,4,6,6,3,6,2,Baby,Dr. Smith,Deontological,7,1,7,5,7,0.5,0,1,1,Correct
3582,Mexico,ES-ES,Human,29,Female,NA,6,4,6,3,7,3,5,1,Bike,Dr. Thompson,Deontological,7,1,7,1,7,0,0.06,5,1,Correct
3582,Mexico,ES-ES,Human,29,Female,NA,6,4,6,3,7,3,5,2,Baby,Dr. Smith,Utilitarian,1,5,3,7,3,0,0.01,1,1,Correct
3583,Mexico,ES-ES,AI,37,Female,NA,5,4,4,6,1,1,4,1,Baby,ETHIC-AI,Utilitarian,3,5,1,1,7,0,0,7,7,Correct
3583,Mexico,ES-ES,AI,37,Female,NA,5,4,4,6,1,1,4,2,Bike,VIRTUE-BOT,Deontological,3,1,1,4,7,1,1,7,7,Correct
3584,Mexico,ES-ES,AI,46,Female,NA,6,4,4,8,1,1,3,1,Baby,ETHIC-AI,Deontological,3,4,3,5,4,0.18,0.21,7,7,Correct
3584,Mexico,ES-ES,AI,46,Female,NA,6,4,4,8,1,1,3,2,Bike,VIRTUE-BOT,Utilitarian,6,6,6,6,6,0.87,0.91,5,6,Correct
3585,Mexico,ES-ES,AI,40,Female,NA,4,4,5,4,1,1,4,1,Baby,VIRTUE-BOT,Deontological,5,3,4,6,1,0,0,7,7,Correct
3585,Mexico,ES-ES,AI,40,Female,NA,4,4,5,4,1,1,4,2,Bike,ETHIC-AI,Utilitarian,1,7,1,7,1,0,0,7,7,Correct
3586,Mexico,ES-ES,Human,35,Male,NA,6,1,1,9,7,4,4,1,Bike,Dr. Thompson,Utilitarian,4,1,4,1,7,0.8,0.86,1,3,Correct
3586,Mexico,ES-ES,Human,35,Male,NA,6,1,1,9,7,4,4,2,Baby,Dr. Smith,Deontological,7,1,7,1,7,0,0,7,7,Correct
3587,Mexico,ES-ES,AI,46,Male,NA,5,2,3,7,5,4,3,1,Baby,VIRTUE-BOT,Utilitarian,3,4,2,5,2,0.37,0.31,5,5,Correct
3587,Mexico,ES-ES,AI,46,Male,NA,5,2,3,7,5,4,3,2,Bike,ETHIC-AI,Deontological,3,5,3,6,3,0.82,0.79,6,3,Correct
3588,Mexico,ES-ES,AI,38,Female,NA,4,4,6,5,1,1,1,1,Baby,ETHIC-AI,Utilitarian,1,7,1,7,1,0,0.05,1,1,Incorrect
3588,Mexico,ES-ES,AI,38,Female,NA,4,4,6,5,1,1,1,2,Bike,VIRTUE-BOT,Deontological,1,7,1,7,1,0.03,0,1,7,Correct
3589,Mexico,ES-ES,AI,27,Female,NA,6,4,6,3,7,5,6,1,Bike,ETHIC-AI,Utilitarian,4,6,1,6,7,0.52,0.53,4,5,Incorrect
3589,Mexico,ES-ES,AI,27,Female,NA,6,4,6,3,7,5,6,2,Baby,VIRTUE-BOT,Deontological,7,1,7,7,7,0.01,0,7,7,Correct
3590,Mexico,ES-ES,Human,30,Male,NA,6,4,4,6,6,4,6,1,Baby,Dr. Thompson,Deontological,5,1,5,5,4,0.11,0.07,1,4,Correct
3590,Mexico,ES-ES,Human,30,Male,NA,6,4,4,6,6,4,6,2,Bike,Dr. Smith,Utilitarian,6,1,5,6,1,0.04,0.24,6,6,Correct
3591,Mexico,ES-ES,AI,24,Female,NA,6,4,5,8,4,2,3,1,Baby,VIRTUE-BOT,Deontological,5,2,4,4,6,0.01,0,4,7,Correct
3591,Mexico,ES-ES,AI,24,Female,NA,6,4,5,8,4,2,3,2,Bike,ETHIC-AI,Utilitarian,2,6,2,6,1,0,0,5,6,Correct
3592,Mexico,ES-ES,AI,36,Female,NA,6,4,3,4,2,1,2,1,Baby,VIRTUE-BOT,Utilitarian,5,4,4,2,4,0.59,0.51,4,3,Incorrect
3592,Mexico,ES-ES,AI,36,Female,NA,6,4,3,4,2,1,2,2,Bike,ETHIC-AI,Deontological,4,4,3,3,4,0.04,0.08,6,6,Correct
3593,Mexico,ES-ES,Human,31,Male,NA,3,4,4,4,5,4,5,1,Bike,Dr. Thompson,Utilitarian,3,4,4,7,4,0.29,0.89,3,5,Correct
3593,Mexico,ES-ES,Human,31,Male,NA,3,4,4,4,5,4,5,2,Baby,Dr. Smith,Deontological,4,6,6,7,3,0.88,0.85,3,5,Incorrect
3594,Mexico,EN,Human,30,Female,NA,6,1,4,NA,5,3,6,1,Bike,Dr. Smith,Deontological,4,4,5,4,5,0.5,0.5,4,5,Correct
3594,Mexico,EN,Human,30,Female,NA,6,1,4,NA,5,3,6,2,Baby,Dr. Thompson,Utilitarian,3,4,5,4,4,NA,0.75,6,6,Correct
3595,Mexico,ES-ES,AI,65,Male,NA,6,4,1,7,4,3,5,1,Bike,VIRTUE-BOT,Deontological,7,1,7,1,1,0,0,7,7,Correct
3595,Mexico,ES-ES,AI,65,Male,NA,6,4,1,7,4,3,5,2,Baby,ETHIC-AI,Utilitarian,1,7,1,7,1,0,0,7,7,Correct
3596,Mexico,ES-ES,Human,49,Male,NA,6,4,4,5,4,4,6,1,Baby,Dr. Smith,Utilitarian,7,3,5,3,6,0.81,NA,3,5,Incorrect
3596,Mexico,ES-ES,Human,49,Male,NA,6,4,4,5,4,4,6,2,Bike,Dr. Thompson,Deontological,7,4,1,7,7,0,NA,1,6,Correct
3597,Mexico,ES-ES,Human,36,Male,NA,5,4,6,3,1,1,5,1,Baby,Dr. Smith,Utilitarian,6,1,6,4,6,1,1,5,6,Correct
3597,Mexico,ES-ES,Human,36,Male,NA,5,4,6,3,1,1,5,2,Bike,Dr. Thompson,Deontological,6,4,4,5,4,1,1,6,6,Correct
3598,Mexico,ES-ES,Human,51,Male,NA,6,3,4,7,5,3,4,1,Baby,Dr. Thompson,Deontological,4,4,4,4,4,0.7,0.75,5,6,Correct
3598,Mexico,ES-ES,Human,51,Male,NA,6,3,4,7,5,3,4,2,Bike,Dr. Smith,Utilitarian,6,2,6,5,5,0.71,0.9,5,6,Correct
3599,Mexico,ES-ES,AI,49,Female,NA,6,4,4,4,4,2,3,1,Bike,ETHIC-AI,Deontological,2,5,1,5,1,0.86,0.5,1,4,Correct
3599,Mexico,ES-ES,AI,49,Female,NA,6,4,4,4,4,2,3,2,Baby,VIRTUE-BOT,Utilitarian,3,3,4,6,1,NA,0.35,3,3,Correct
3600,Mexico,ES-ES,AI,43,Male,NA,6,4,4,7,7,5,6,1,Baby,VIRTUE-BOT,Utilitarian,1,6,1,7,1,0.12,0.04,7,6,Correct
3600,Mexico,ES-ES,AI,43,Male,NA,6,4,4,7,7,5,6,2,Bike,ETHIC-AI,Deontological,6,1,6,4,7,0.03,0.02,6,6,Correct
3601,Mexico,ES-ES,AI,39,Female,NA,5,1,1,5,2,1,2,1,Bike,VIRTUE-BOT,Deontological,5,3,5,4,2,0.24,0.22,4,5,Correct
3601,Mexico,ES-ES,AI,39,Female,NA,5,1,1,5,2,1,2,2,Baby,ETHIC-AI,Utilitarian,3,5,2,5,1,0.07,0.09,6,6,Correct
3602,Mexico,ES-ES,Human,33,Male,NA,6,6,4,5,7,5,4,1,Baby,Dr. Thompson,Utilitarian,4,6,2,6,2,0.27,0.27,6,6,Correct
3602,Mexico,ES-ES,Human,33,Male,NA,6,6,4,5,7,5,4,2,Bike,Dr. Smith,Deontological,7,1,7,1,7,0,0,7,7,Correct
3603,Mexico,ES-ES,AI,37,Female,NA,7,7,7,7,5,3,5,1,Baby,VIRTUE-BOT,Deontological,5,4,5,7,1,1,0.21,7,6,Correct
3603,Mexico,ES-ES,AI,37,Female,NA,7,7,7,7,5,3,5,2,Bike,ETHIC-AI,Utilitarian,6,2,6,1,2,1,1,6,7,Correct
3604,Mexico,ES-ES,AI,21,Male,NA,6,2,3,4,7,5,7,1,Bike,ETHIC-AI,Deontological,4,6,3,7,4,1,1,6,6,Correct
3604,Mexico,ES-ES,AI,21,Male,NA,6,2,3,4,7,5,7,2,Baby,VIRTUE-BOT,Utilitarian,1,7,1,7,1,0,0,7,7,Correct
3605,Mexico,ES-ES,Human,58,Male,NA,5,1,3,6,3,3,3,1,Baby,Dr. Thompson,Utilitarian,5,4,4,3,3,0,0,1,5,Correct
3605,Mexico,ES-ES,Human,58,Male,NA,5,1,3,6,3,3,3,2,Bike,Dr. Smith,Deontological,4,4,5,3,4,0.03,0.01,5,5,Correct
3606,Mexico,ES-ES,AI,55,Female,NA,6,1,2,8,3,4,3,1,Bike,VIRTUE-BOT,Utilitarian,3,7,4,7,1,0.04,0.1,7,7,Correct
3606,Mexico,ES-ES,AI,55,Female,NA,6,1,2,8,3,4,3,2,Baby,ETHIC-AI,Deontological,5,2,5,4,6,0,0.01,7,6,Correct
3607,Mexico,ES-ES,AI,25,Female,NA,6,2,1,6,7,5,6,1,Baby,ETHIC-AI,Utilitarian,1,3,1,7,1,0.12,0.18,7,2,Incorrect
3607,Mexico,ES-ES,AI,25,Female,NA,6,2,1,6,7,5,6,2,Bike,VIRTUE-BOT,Deontological,5,5,5,5,4,0.55,0.4,4,3,Correct
3608,Mexico,ES-ES,AI,19,Female,NA,4,5,4,5,4,3,3,1,Baby,ETHIC-AI,Utilitarian,4,5,3,5,3,0.27,0.32,4,3,Correct
3608,Mexico,ES-ES,AI,19,Female,NA,4,5,4,5,4,3,3,2,Bike,VIRTUE-BOT,Deontological,5,3,6,5,3,0.62,0.23,4,3,Correct
3609,Mexico,EN,Human,28,Female,NA,6,2,4,7,6,5,6,1,Baby,Dr. Thompson,Deontological,5,6,6,7,3,0.73,0.24,5,5,Correct
3609,Mexico,EN,Human,28,Female,NA,6,2,4,7,6,5,6,2,Bike,Dr. Smith,Utilitarian,5,3,6,3,6,0.87,0.88,6,6,Correct
3610,Mexico,ES-ES,AI,38,Female,NA,5,1,5,6,5,3,5,1,Bike,ETHIC-AI,Utilitarian,6,4,6,5,4,1,1,5,5,Correct
3610,Mexico,ES-ES,AI,38,Female,NA,5,1,5,6,5,3,5,2,Baby,VIRTUE-BOT,Deontological,6,2,6,7,6,0,0,3,6,Correct
3611,Mexico,ES-ES,AI,58,Male,NA,6,4,4,6,6,4,5,1,Bike,ETHIC-AI,Deontological,5,3,4,4,5,1,1,6,5,Correct
3611,Mexico,ES-ES,AI,58,Male,NA,6,4,4,6,6,4,5,2,Baby,VIRTUE-BOT,Utilitarian,6,2,5,5,5,1,1,5,6,Correct
3612,Mexico,ES-ES,AI,49,Female,NA,4,4,1,4,6,3,2,1,Baby,VIRTUE-BOT,Utilitarian,1,7,1,7,1,0.06,0.01,7,7,Incorrect
3612,Mexico,ES-ES,AI,49,Female,NA,4,4,1,4,6,3,2,2,Bike,ETHIC-AI,Deontological,7,1,7,7,7,0.48,0.08,7,7,Correct
3613,Mexico,ES-ES,Human,49,Female,NA,6,3,1,7,5,4,5,1,Bike,Dr. Smith,Deontological,5,4,5,4,4,0.52,0.52,4,4,Correct
3613,Mexico,ES-ES,Human,49,Female,NA,6,3,1,7,5,4,5,2,Baby,Dr. Thompson,Utilitarian,1,7,1,3,2,0.52,0.52,4,4,Correct
3614,Mexico,ES-ES,Human,25,Male,NA,5,5,6,5,3,2,3,1,Bike,Dr. Smith,Utilitarian,5,5,5,7,5,0.62,0.72,5,5,Correct
3614,Mexico,ES-ES,Human,25,Male,NA,5,5,6,5,3,2,3,2,Baby,Dr. Thompson,Deontological,7,1,6,4,6,0.57,0.19,4,6,Correct
3615,Mexico,ES-ES,AI,45,Male,NA,5,5,4,5,6,4,5,1,Baby,VIRTUE-BOT,Deontological,7,1,4,4,5,0,0,7,7,Correct
3615,Mexico,ES-ES,AI,45,Male,NA,5,5,4,5,6,4,5,2,Bike,ETHIC-AI,Utilitarian,1,5,1,2,1,0,0,7,7,Correct
3616,Mexico,ES-ES,Human,56,Male,NA,6,4,6,8,6,2,3,1,Bike,Dr. Smith,Deontological,3,3,3,3,4,0.51,0.29,1,3,Correct
3616,Mexico,ES-ES,Human,56,Male,NA,6,4,6,8,6,2,3,2,Baby,Dr. Thompson,Utilitarian,5,6,5,6,3,0.1,0.27,6,6,Incorrect
3617,Mexico,EN,Human,23,Female,NA,8,5,6,10,5,4,6,1,Bike,Dr. Smith,Deontological,5,4,5,5,5,0.77,0.82,5,5,Incorrect
3617,Mexico,EN,Human,23,Female,NA,8,5,6,10,5,4,6,2,Baby,Dr. Thompson,Utilitarian,5,6,5,6,5,0.75,0.8,5,6,Correct
3618,Mexico,ES-ES,Human,21,Male,NA,5,4,6,5,5,2,5,1,Bike,Dr. Thompson,Deontological,6,7,7,7,7,0.8,0.16,4,6,Correct
3618,Mexico,ES-ES,Human,21,Male,NA,5,4,6,5,5,2,5,2,Baby,Dr. Smith,Utilitarian,4,5,4,5,4,0.01,0.19,6,6,Incorrect
3619,Mexico,ES-ES,Human,56,Female,NA,5,1,4,7,5,4,7,1,Bike,Dr. Thompson,Utilitarian,5,7,5,6,5,0.02,0.05,1,1,Incorrect
3619,Mexico,ES-ES,Human,56,Female,NA,5,1,4,7,5,4,7,2,Baby,Dr. Smith,Deontological,1,6,1,6,6,0.02,0,1,1,Correct
3620,Mexico,ES-ES,Human,38,Female,NA,6,4,1,5,6,4,5,1,Baby,Dr. Thompson,Utilitarian,7,1,6,1,7,1,1,7,7,Correct
3620,Mexico,ES-ES,Human,38,Female,NA,6,4,1,5,6,4,5,2,Bike,Dr. Smith,Deontological,7,1,6,2,4,0.52,0.52,4,5,Correct
3621,Mexico,ES-ES,Human,37,Male,NA,6,5,7,6,7,4,7,1,Bike,Dr. Smith,Utilitarian,5,6,5,7,5,0.25,0.33,4,4,Incorrect
3621,Mexico,ES-ES,Human,37,Male,NA,6,5,7,6,7,4,7,2,Baby,Dr. Thompson,Deontological,6,6,6,6,5,0.6,0.29,4,5,Correct
3622,Mexico,ES-ES,Human,43,Male,NA,6,4,4,7,6,3,6,1,Bike,Dr. Smith,Deontological,1,7,1,7,4,1,1,1,7,Correct
3622,Mexico,ES-ES,Human,43,Male,NA,6,4,4,7,6,3,6,2,Baby,Dr. Thompson,Utilitarian,1,7,1,7,4,0,0,7,7,Correct
3623,Mexico,ES-ES,AI,40,Female,NA,4,4,4,9,4,3,5,1,Bike,VIRTUE-BOT,Deontological,5,4,4,2,4,0.77,0.76,7,6,Incorrect
3623,Mexico,ES-ES,AI,40,Female,NA,4,4,4,9,4,3,5,2,Baby,ETHIC-AI,Utilitarian,3,2,2,3,3,0.81,0.37,5,4,Correct
3624,Mexico,ES-ES,Human,52,Female,NA,5,1,4,6,7,5,7,1,Bike,Dr. Smith,Utilitarian,7,1,7,1,7,1,1,7,7,Correct
3624,Mexico,ES-ES,Human,52,Female,NA,5,1,4,6,7,5,7,2,Baby,Dr. Thompson,Deontological,1,7,1,7,7,1,1,7,7,Correct
3625,Mexico,ES-ES,Human,46,Female,NA,5,4,7,6,6,3,5,1,Baby,Dr. Smith,Deontological,7,1,7,3,7,0,0,7,7,Correct
3625,Mexico,ES-ES,Human,46,Female,NA,5,4,7,6,6,3,5,2,Bike,Dr. Thompson,Utilitarian,1,7,1,7,1,0,0,7,7,Correct
3626,Mexico,ES-ES,AI,33,Female,NA,6,4,2,4,6,3,4,1,Baby,VIRTUE-BOT,Deontological,4,4,5,7,1,1,0.63,1,2,Incorrect
3626,Mexico,ES-ES,AI,33,Female,NA,6,4,2,4,6,3,4,2,Bike,ETHIC-AI,Utilitarian,5,5,7,6,1,0.65,0.95,3,1,Correct
3627,Mexico,ES-ES,Human,21,Female,NA,6,4,3,5,5,3,4,1,Baby,Dr. Thompson,Utilitarian,6,3,6,4,6,0.94,1,7,6,Correct
3627,Mexico,ES-ES,Human,21,Female,NA,6,4,3,5,5,3,4,2,Bike,Dr. Smith,Deontological,4,6,3,7,4,1,1,7,7,Correct
3628,Mexico,ES-ES,AI,52,Male,NA,5,5,1,5,6,4,5,1,Bike,ETHIC-AI,Deontological,7,1,7,3,7,0,0,7,7,Correct
3628,Mexico,ES-ES,AI,52,Male,NA,5,5,1,5,6,4,5,2,Baby,VIRTUE-BOT,Utilitarian,1,7,2,6,1,0,0,7,7,Correct
3629,Mexico,ES-ES,Human,49,Female,NA,5,4,6,4,4,2,5,1,Bike,Dr. Smith,Utilitarian,5,4,4,7,5,0.8,1,5,7,Correct
3629,Mexico,ES-ES,Human,49,Female,NA,5,4,6,4,4,2,5,2,Baby,Dr. Thompson,Deontological,6,6,6,7,7,0.85,0,3,1,Correct
3630,Mexico,EN,AI,47,Female,NA,6,4,5,6,6,4,6,1,Baby,ETHIC-AI,Deontological,7,1,7,7,7,0.02,0,7,7,Correct
3630,Mexico,EN,AI,47,Female,NA,6,4,5,6,6,4,6,2,Bike,VIRTUE-BOT,Utilitarian,6,3,6,6,6,0.02,0.2,7,6,Correct
3631,Mexico,ES-ES,Human,40,Female,NA,7,4,5,6,6,2,3,1,Bike,Dr. Smith,Deontological,6,5,7,7,6,1,0.03,6,6,Correct
3631,Mexico,ES-ES,Human,40,Female,NA,7,4,5,6,6,2,3,2,Baby,Dr. Thompson,Utilitarian,3,6,2,6,2,0,0.03,6,6,Correct
3632,Mexico,EN,Human,31,Female,NA,6,1,5,5,6,4,7,1,Bike,Dr. Smith,Deontological,1,1,1,7,1,1,0.91,4,7,Correct
3632,Mexico,EN,Human,31,Female,NA,6,1,5,5,6,4,7,2,Baby,Dr. Thompson,Utilitarian,7,7,7,2,7,1,1,7,7,Correct
3633,Mexico,ES-ES,Human,29,Female,NA,6,4,5,4,1,1,3,1,Baby,Dr. Smith,Utilitarian,5,4,5,1,5,0.55,0.54,2,5,Correct
3633,Mexico,ES-ES,Human,29,Female,NA,6,4,5,4,1,1,3,2,Bike,Dr. Thompson,Deontological,5,3,5,1,7,0.55,0.57,5,5,Correct
3634,Mexico,EN,Human,18,Female,NA,3,1,1,2,7,2,4,1,Bike,Dr. Smith,Utilitarian,1,1,1,1,1,0.62,0.73,1,1,Incorrect
3634,Mexico,EN,Human,18,Female,NA,3,1,1,2,7,2,4,2,Baby,Dr. Thompson,Deontological,2,3,4,3,2,0.83,0.88,1,1,Correct
3635,Mexico,ES-ES,AI,18,Female,NA,4,4,2,3,4,3,3,1,Baby,ETHIC-AI,Deontological,4,4,3,4,3,0.7,0.68,5,4,Correct
3635,Mexico,ES-ES,AI,18,Female,NA,4,4,2,3,4,3,3,2,Bike,VIRTUE-BOT,Utilitarian,5,2,6,6,5,0.78,0.84,6,7,Correct
3636,Mexico,ES-ES,AI,53,Female,NA,4,4,3,7,1,1,2,1,Baby,VIRTUE-BOT,Deontological,1,7,1,7,1,0,0.01,7,7,Correct
3636,Mexico,ES-ES,AI,53,Female,NA,4,4,3,7,1,1,2,2,Bike,ETHIC-AI,Utilitarian,1,7,1,7,1,0,0,7,7,Correct
3637,Mexico,ES-ES,Human,56,Female,NA,4,2,4,7,1,1,4,1,Bike,Dr. Smith,Deontological,6,2,6,7,7,1,0,7,5,Correct
3637,Mexico,ES-ES,Human,56,Female,NA,4,2,4,7,1,1,4,2,Baby,Dr. Thompson,Utilitarian,1,6,1,7,1,0,0,5,1,Incorrect
3638,Mexico,EN,AI,20,Male,NA,5,4,1,7,7,5,6,1,Baby,ETHIC-AI,Utilitarian,5,3,4,5,3,0.76,0.71,5,5,Correct
3638,Mexico,EN,AI,20,Male,NA,5,4,1,7,7,5,6,2,Bike,VIRTUE-BOT,Deontological,6,4,5,4,6,0.07,0.09,6,6,Correct
3639,Mexico,ES-ES,Human,24,Male,NA,5,4,2,6,6,4,6,1,Bike,Dr. Thompson,Utilitarian,6,6,5,1,6,1,1,2,1,Correct
3639,Mexico,ES-ES,Human,24,Male,NA,5,4,2,6,6,4,6,2,Baby,Dr. Smith,Deontological,5,1,5,1,6,0.68,0.24,3,2,Correct
3640,Mexico,ES-ES,Human,41,Male,NA,6,4,3,6,2,2,6,1,Bike,Dr. Thompson,Utilitarian,6,5,6,4,6,0.86,1,5,7,Correct
3640,Mexico,ES-ES,Human,41,Male,NA,6,4,3,6,2,2,6,2,Baby,Dr. Smith,Deontological,3,7,3,7,4,1,0.29,7,3,Correct
3641,Mexico,ES-ES,Human,24,Female,NA,6,4,4,7,6,3,4,1,Bike,Dr. Thompson,Deontological,4,4,3,7,5,1,1,5,7,Correct
3641,Mexico,ES-ES,Human,24,Female,NA,6,4,4,7,6,3,4,2,Baby,Dr. Smith,Utilitarian,4,7,1,5,2,0.52,0,5,7,Correct
3642,Mexico,ES-ES,AI,27,Female,NA,7,4,7,6,7,4,5,1,Bike,VIRTUE-BOT,Deontological,4,3,5,3,5,1,0,4,7,Correct
3642,Mexico,ES-ES,AI,27,Female,NA,7,4,7,6,7,4,5,2,Baby,ETHIC-AI,Utilitarian,1,7,1,7,1,0,0,7,7,Incorrect
3643,Mexico,EN,Human,40,Female,NA,4,4,4,5,2,1,5,1,Baby,Dr. Smith,Deontological,4,5,5,5,4,0.34,0.36,5,5,Correct
3643,Mexico,EN,Human,40,Female,NA,4,4,4,5,2,1,5,2,Bike,Dr. Thompson,Utilitarian,6,3,6,5,5,0.83,0.67,6,5,Correct
3644,Mexico,ES-ES,Human,32,Male,NA,6,4,4,7,6,4,7,1,Bike,Dr. Smith,Utilitarian,6,4,6,2,5,0.83,0.9,5,6,Correct
3644,Mexico,ES-ES,Human,32,Male,NA,6,4,4,7,6,4,7,2,Baby,Dr. Thompson,Deontological,6,1,7,1,7,0.07,0.02,6,7,Correct
3645,Mexico,ES-ES,AI,53,Male,NA,6,5,2,6,3,2,5,1,Bike,ETHIC-AI,Utilitarian,2,5,2,1,1,0,0,7,7,Correct
3645,Mexico,ES-ES,AI,53,Male,NA,6,5,2,6,3,2,5,2,Baby,VIRTUE-BOT,Deontological,5,1,5,6,6,0,0,1,1,Correct
3646,Mexico,ES-ES,Human,30,Female,NA,6,7,7,6,3,2,4,1,Baby,Dr. Thompson,Deontological,4,6,4,6,6,0.75,0.83,4,5,Correct
3646,Mexico,ES-ES,Human,30,Female,NA,6,7,7,6,3,2,4,2,Bike,Dr. Smith,Utilitarian,3,6,3,7,2,0.19,0.22,6,5,Correct
